id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
803,グラススライダー,青草滑梯,grassy-glide,grass,physical,55,100,0,20,地面を　滑るように　相手を　攻撃。 グラスフィールドの時 必ず　先制攻撃　できる。,仿佛在地面上滑行般地攻击对手。 在青草场地上， 必定能够先制攻击。,"Gliding on the ground, the user attacks the target. This move always goes first on Grassy Terrain.",場がグラスフィールドであっても、使用者が地面にいてその効果を受けていなければ優先度は上がらない。使用者が地面にいれば、攻撃対象が地面にいなくても優先度は上がる。。優先度+1になったときのみ、グラススライダーは敵のファストガードやじょおうのいげんなどにより守られる。。グラスフィールドが張ってある状態で行動選択をしたが、行動する前に交代や他のポケモンの先制行動によってフィールドを変えられたり、ふうせんを渡されたりしたためにグラスフィールドの効果を受けなくなった場合、即座に優先度0で行動するようになる。このときグラスフィールドがサイコフィールドに張り替わったとしても、優先度は0に戻っているためサイコフィールドに防がれることなくグラススライダーを当てることができる。。グラスフィールド以外の状態で行動選択したが、行動する前にグラスフィールドに張り替えられた場合、即座に優先度+1で行動できる。。グラスフィールド状態でもふうせんなどで地面にいない状態で行動選択したが、行動する前にふうせんを割られるなどで地面に落ちた場合、即座に優先度+1で行動できる。。優先度+1になったときであっても、くさタイプにテラスタルしたポケモンが使用し、最終的な威力が60未満である場合、威力は60に底上げされる。,攻击目标造成伤害。在青草场地上，若使用者为地面上的宝可梦，则该招式优先度+1。,Inflicts regular damage.,116,12
804,ライジングボルト,电力上升,rising-voltage,electric,special,70,100,0,20,地面から　立ちのぼる　電撃で　攻撃。 相手が　エレキフィールドに　いる時 技の　威力が　２倍に　なる。,用从地面升腾而起的电击进行攻击。 当对手处于电气场地上时， 招式威力会变成２倍。,The user attacks with electricity rising from the ground. This move's power is doubled if the target is on Electric Terrain.,場がエレキフィールド状態であっても、対象が地面にいなければ技の威力は2倍にならない。。使用者と対象がどちらも地面にいれば、エレキフィールド状態自体の効果と掛け合わせて威力は2.6倍の182になる。,在电气场地上，若对手为地面上的宝可梦，则招式威力变成原来的2倍。,Inflicts regular damage.,62,13
805,だいちのはどう,大地波动,terrain-pulse,normal,special,50,100,0,10,フィールドの力を　借りて　攻撃。 使った時の　フィールドの状態に　よって 技の　タイプと　威力が　変わる。,借助场地的力量进行攻击。 视使出招式时场地状态不同， 招式的属性和威力会有所变化。,The user utilizes the energy of the terrain to attack. This move’s type and power change depending on the terrain at the time the move is used.,使用者が地面にいなければフィールドが変わっていてもノーマルタイプのまま変わらず、威力も2倍にならない。使用者が地面にいれば、対象が地面にいなくてもタイプは変わり、威力は上がる。。ダイマックスわざとして使うと、表示はダイアタックだが、フィールドが展開されている場合は変化したあとのタイプのダイマックスわざになる。。特性がメガランチャーのポケモンが使うと、威力が1.5倍になる。。特性フェアリースキン・フリーズスキンの効果を受けずにタイプが変わらない。。ノーマルタイプの場合のみ、プラズマシャワーの効果を受ける。。そうでんの効果を受けるといずれのフィールドでもでんきタイプになる。,借助场地的力量进行攻击。视使出招式时场地状态不同，招式的属性和威力会有所变化：在宝可梦极巨化时，大地波动在选择招式的界面会变为极巨攻击，但是实际使出时会根据当时的场地变化为对应属性的极巨招式或超极巨招式。非地面上的宝可梦使用大地波动时，不会随场地发生变化。大地波动受特性超级发射器影响。,Inflicts regular damage.,28,1
806,はいよるいちげき,爬击,skitter-smack,bug,physical,70,90,0,10,背後から　はいより　攻撃する。 相手の　特攻を　さげる。,从对手背后爬近后进行攻击。 会降低对手的特攻。,The user skitters behind the target to attack. This also lowers the target's Sp. Atk stat.,,攻击目标造成伤害。令目标的特攻降低1级。,Inflicts regular damage.,144,7
807,しっとのほのお,妒火,burning-jealousy,fire,special,70,100,0,5,しっとの　エネルギーで　相手を　攻撃。 そのターン　能力が　あがった　ポケモンを やけどの　状態に　する。,用嫉妒的能量攻击对手。 会让在该回合内能力有所提高的 宝可梦陷入灼伤状态。,The user attacks with energy from jealousy. This leaves all opposing Pokémon that have had their stats boosted during the turn with a burn.,そのターン1段階能力を上げたが直後に同じ能力を2段階下げられたポケモンなど、ターン開始時と比べて能力は上がっていないが一瞬でも能力が上がっていたポケモンに対してもやけどにすることができる。。技パワースワップ/ガードスワップ/ハートスワップ/じこあんじ/ひっくりかえす/くろいきり/クリアスモッグ、持ち物しろいハーブ、特性きみょうなくすり/きょうえんの効果で能力が上がったポケモンに使用してもやけどにできない。。バトンタッチで上がった能力を引き継いだポケモンに使用してもやけどにできない。。へんしんして、変身前より高い能力をコピーしたポケモンに使用してもやけどにできない。そのターン能力を上げたポケモンに変身したポケモンに使用してもやけどにできない。。シャドースチールで能力を上げたポケモンに使用したときはやけどにできる。。特性びんじょう、持ち物ものまねハーブによって能力を上げたポケモンに対してはやけどにできる。。技の効果は追加効果に分類される。技を無効化されたときや、命中しなかったときはやけどにできない。みがわり状態に防がれたときはやけどにできない。使用者の特性ちからずくの効果で威力が上がるが、能力を上げたポケモンもやけどにできなくなる。対象の特性りんぷん、持ち物おんみつマントによりやけどの効果は防がれる。そのターン能力が上がっていないポケモンがしっとのほのおを受けたことで特性いかりのつぼ/じきゅうりょく/じょうききかん/ぎゃくじょう/いかりのこうら、持ち物じゃくてんほけん/タラプのみ/チイラのみ/リュガのみ/ヤタピのみ/ズアのみ/カムラのみを発動させて能力を上げた場合、追加効果の判定後にこれらの効果が発動するので、その攻撃ではやけどにできない。。かそく/ムラっけ/ものひろい/しゅうかくはターン終了時に発動する効果なので、前のターンこれらの効果で能力を上げたポケモンにしっとのほのおを使用してもやけどにできない。。バトル開始時、最初に場に繰り出されるときは1ターン目に含まれるため、バトル開始時に場に出た直後に能力を上げたポケモンは1ターン目のしっとのほのおでやけどにできる。ひんしになったポケモンの代わりに繰り出される(死に出しされる)ときはターンの終わりとみなされるため、死に出しと同時に能力を上げたポケモンにしっとのほのおを使用してもやけどにできない。バトル開始時、特性ダウンロード/ふとうのけん/ふくつのたて、持ち物エレキシード/グラスシード/サイコシード/ミストシードを発動させ能力を上げたポケモンに対して1ターン目で使用したときはやけどにできる。死に出しと同時にこれらの特性や道具で能力を上げたポケモンに対して使用してもやけどにできない。交代(後出し)と同時にこれらの特性や道具で能力を上げたポケモンはやけどにできる。バトル開始時いかくを受けて特性あまのじゃく/びびり/ばんけん、持ち物ビビリだまの効果で能力を上げたポケモンに対して1ターン目で使用したときはやけどにできる。死に出しされたいかくを受けて能力を上げたポケモンに対して直後に使用してもやけどにできない。後出しされたいかくを受けて能力を上げたポケモンはやけどにできる。死に出しでねばねばネットの効果を受けたことで能力を上げたあまのじゃくのポケモンに対して直後に使用してもやけどにできない。後出しで能力を上げたポケモンはやけどにできる。テラスタルを発動しておもかげやどしで能力を上げたポケモンに対して使用したときは、ほのおタイプでない限りやけどにできる。上記特性と同様に、死に出しによって能力を上げたときはやけどにできず、後出しして能力を上げたときはやけどにできる。。スピードスワップなどによる実数値の上昇や、特性・道具の効果によるものなど、ランク補正によらずに能力を上げたポケモンをやけどにする効果は無い。。きあいだめ/キョダイシンゲキなどにより急所ランクが上がったポケモンをやけどにする効果は無い。,攻击目标造成伤害。令该回合内能力变化曾提高过的宝可梦陷入灼伤状态。以下情况符合触发灼伤效果的条件：以下情况不符合触发灼伤效果的条件：此外，潜在的灼伤属于追加效果，可以被目标的鳞粉特性防止，也能够发动使用者的强行特性（无论目标的能力是否提升过）。,Inflicts regular damage.,61,10
808,うっぷんばらし,泄愤,lash-out,dark,physical,75,100,0,5,相手への　いらだちを　ぶつけて　攻撃。 そのターンに　能力を　さげられていると 技の　威力が　２倍に　なる。,攻击对手以发泄对其感到的恼怒情绪。 如果在该回合内自身能力遭到降低， 招式的威力会变成２倍。,The user lashes out to vent its frustration toward the target. This move's power is doubled if the user's stats were lowered during this turn.,攻撃対象以外のポケモンから能力を下げられたときも威力が2倍になる。自分の特性くだけるよろいの効果でぼうぎょが下がった場合も威力は2倍になる。。まけんきなどで能力が1段階下がった直後に同じ能力が2段階上がったときなど、ターン開始時と比べて能力は下がっていないが一瞬でも能力が下がっていたポケモンが使用した場合も威力が2倍になる。。パワースワップ/ガードスワップ/ハートスワップ/ひっくりかえす/くろいきり/クリアスモッグ/シャドースチールを受けて能力が下がったポケモンが使用しても威力は2倍にならない。きみょうなくすり/きょうえんの効果で能力が下がっても威力は2倍にならない。。バトル開始時いかくを受けて能力が下がった場合、1ターン目に使用すると威力は2倍になる。交代で繰りだされたいかくを受けた場合、そのターンは威力が2倍になる。ひんしになったポケモンの代わりに繰りだされた(死に出しされた)いかくを受けた場合、直後に使用しても威力は2倍にならない。。死に出しでねばねばネット状態の効果を受けた直後に使用しても威力は2倍にならない。,攻击目标造成伤害。如果当回合内自身能力变化曾降低过，威力翻倍。以下情况符合触发威力翻倍效果的条件：以下情况不符合触发威力翻倍效果的条件：,Inflicts regular damage.,161,17
809,ポルターガイスト,灵骚,poltergeist,ghost,physical,110,90,0,5,相手の　持ち物を　あやつって　攻撃。 相手が　道具を　持っていない　場合は 失敗する。,操纵对手的持有物进行攻击。 当对手没有携带道具时， 使出此招式时便会失败。,The user attacks by controlling the target's item. This move fails if the target isn't holding an item.,技を受けても持ち物が無くなるわけではない。。場がマジックルーム状態のときや、相手の特性がぶきようであるときでも、持ち物があるなら成功する。。カシブのみを持ったゴーストタイプの技が弱点のポケモンがこの技を受けた場合、カシブのみの発動エフェクトの後に技が成功する。カシブのみによるダメージの半減も発生する。ジャポのみ/じゃくてんほけん/ふうせん/ナゾのみ/アッキのみ/だっしゅつボタン/レッドカードや、オボンのみなど回復のきのみは、技のダメージの後に持ち物が発動する。。シルヴァディのメモリ/ザシアンのくちたけんなど、奪ったり無効化できない持ち物を持つ相手にも成功する。。特性ねんちゃくのポケモンに対しても成功する。。技が当たると「<ポケモン>に <持ち物>が 襲いかかる!」というメッセージが出て、相手の持ち物が分かる。持ち物を持つ相手に使用したが技が無効化されたり、外れたりしたときはこのメッセージは出ず、持ち物は分からない。持ち物が無い相手に使用した場合、相性やまもるによる無効化や、命中判定より前に「しかし うまく 決まらなかった!」というメッセージが流れる。無効化されたときや外れたときに流れる文章の違いから、技が失敗した相手に持ち物が無いことが判別できる。,探知目标道具进行攻击，该效果不会消耗目标的道具。如果目标没有携带道具，或者特性为笨拙时，招式使用失败。使用招式后的提示为：“对手的 [宝可梦的名字] 被 [对手宝可梦的道具] 袭击了！”,Inflicts regular damage.,71,8
810,ふしょくガス,腐蚀气体,corrosive-gas,poison,status,,100,0,40,強い　酸性の　ガスで 周りに　いるものを　包みこみ 持っている　道具を　溶かしてしまう。,用具有强酸性的气体 包裹住自己周围所有的宝可梦， 并融化其所携带的道具。,The user surrounds everything around it with highly acidic gas and melts away items they hold.,効果が発動すると「<使用者>は <対象者>の <持ち物>を 溶かした!」というメッセージが出る。持ち物を持っていないポケモンや、溶かせない持ち物を持つポケモンに対しては「<対象者>には うまく きまらなかった!!」というメッセージが出る。。以下のポケモンの持ち物は溶かせない。特性ねんちゃくのポケモンの持ち物。この場合、対象の持ち物が無いときでもねんちゃくの特性の表示と「<対象者>には 効果が ないようだ...」というメッセージが優先される。使用者がかたやぶりであるか、かがくへんかガスが発動しているときならば溶かせる。みがわり状態のポケモン。使用者が特性すりぬけならば溶かせる。ギラティナのはっきんだま4-8/ゲノセクトのカセット/シルヴァディのメモリ/ザシアンのくちたけん/ザマゼンタのくちたたて。。姿を隠しているポケモンに対しては当たらない。どちらかのポケモンがノーガードならば当たる。。この技の効果で溶かした道具は技リサイクル/キョダイサイセイ、特性しゅうかく/ものひろいの効果で復活する対象にならない。。この技の効果できのみを溶かされたポケモンのほおぶくろは発動せず、ゲップは使用可能にならない。。この技の効果で道具を溶かされたポケモンの味方の特性きょうせいは発動しない。。特性かるわざのポケモンの持ち物を溶かした場合、かるわざは発動しすばやさは2倍になる。。特性ぶきようのポケモンの持ち物も溶かせる。マジックルーム状態でも持ち物を溶かせる。。マジックコート状態に跳ね返された場合、自身とマジックコート状態のポケモン以外の持ち物を溶かしてからマジックコートが発動し、ふしょくガス使用者の持ち物が溶かされる。。野生ポケモンがふしょくガスを使用しても、プレイヤーのポケモンの持ち物は失われない。野生ポケモンの道具を溶かした場合、第八世代ではそのポケモンを捕まえても持ち物は消えたままになる。。トレーナー戦においてプレイヤーのポケモンの持ち物が溶かされた場合、バトル中持ち物は失われたままだが、バトルが終わると戻ってくる。。マックスレイドバトルで使用すると失敗する。,如果目标持有可被拍落的携带物品，则目标在战斗结束前失去其携带物品。该招式可以触发轻装特性。,Inflicts regular damage.,17,4
811,コーチング,指导,coaching,fighting,status,,,0,10,的確な　指導を　おこなうことで　 味方　全員の 攻撃と　防御を　上げる。,通过进行正确合理的指导， 提高我方全员的攻击和防御。,"The user properly coaches its ally Pokémon, boosting their Attack and Defense stats.",必中技だが、姿を隠しているポケモンには当たらない。。みがわり状態の味方にも効果がある。。まもる状態・トリックガード・ダイウォールに防がれない。。マックスレイドバトルでは味方全員に効果がある。。シングルバトルのときや味方がいないときに使うと失敗する。,令除使用者外己方全场的攻击提升1级。令除使用者外己方全场的防御提升1级。指导不受守住状态的影响。,Inflicts regular damage.,74,2
812,クイックターン,快速折返,flip-turn,water,physical,60,100,0,20,攻撃した　あと ものすごい　スピードで　戻ってきて 控えの　ポケモンと　入れ替わる。,在攻击之后急速返回， 和后备宝可梦进行替换。,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",詳細な仕様についてはとんぼがえり#技の仕様を参照。。特性かんそうはだ/ちょすい/よびみずで技が無効化されたときは交代できない。,攻击目标造成伤害。快速折返使用成功时，使用者与后备宝可梦替换，除非使用者是同行宝可梦中唯一没有陷入昏厥状态的宝可梦。若当回合使用者被追打定为目标，且使用者先行动，则退场前会受到翻倍威力的追打攻击。即使自身受到扎根、束缚、无法逃走或踩影、沙穴、磁力的影响，也可以替换宝可梦。若快速折返使目标发动了携带的逃脱按键，则使用者不会退场。快速折返使目标陷入昏厥状态时，不影响使用者的替换。,Inflicts regular damage.,75,11
813,トリプルアクセル,三旋击,triple-axel,ice,physical,20,90,0,10,３回連続で　キックを　くりだして 攻撃する。　技が　当たるたびに 威力は　あがる。,连续３次踢对手进行攻击。 每踢中一次，威力就会提高。,A consecutive three-kick attack that becomes more powerful with each successful hit.,連続攻撃技としての仕様は連続攻撃技を参照。。使用者が特性スキルリンクや、持ち物いかさまダイスを持つ場合、最初の1度だけしか命中判定を行わない。1発目が当たれば必ず3発当たる。。からぶりほけんは最初の1発目が外れたときのみ発動する。1-2発で止まったときでは発動しない。。ソード・シールドのVer.1.2.1まで、トリプルアクセルの攻撃に対してばけのかわ/アイスフェイスが発動した場合、次の攻撃の威力は上がらない。Ver.1.3.0以降では次の攻撃の威力が上がる。。みがわり状態に防がれた場合は、次の攻撃の威力が上がる。,攻击目标造成伤害，一回合内连续攻击1～3次。第二次攻击有两倍威力，第三次攻击有三倍威力，每一次攻击是否命中分别计算，打空则停止攻击。次数、概率和期望威力如下表：连续攻击特性或携带机变骰子的宝可梦使用三旋击只计算一次命中率。每一击击中要害的概率都相等。如果某一下触发了目标的气势披带、气势头带、结实特性或打破了替身，招式会继续攻击。忍耐、金属爆炸和双倍奉还只计算最后一次的伤害。如果使用者持有王者之证或锐利之牙，或具有恶臭特性，每一下攻击都有相同的概率造成对手畏缩。如果使用者具有毒手特性，每一下攻击都有相同的概率造成对手中毒。如果目标拥有咒术之躯、碎裂铠甲或与接触类招式相关的特性或持有凸凸头盔，每一下攻击都会触发效果。即使特性发动令攻击方陷入一些可能无法行动的状态（如麻痹、畏缩、着迷、定身法状态），也不会影响本次攻击，但陷入睡眠和昏厥时攻击即刻停止。目标的木乃伊、游魂或甩不掉的气味特性会在第一下攻击之后就发动。使用方的顺手牵羊特性或目标的变色特性在最后一下攻击完成后才发动。,Inflicts regular damage.,45,15
814,ダブルウイング,双翼,dual-wingbeat,flying,physical,40,90,0,10,翼を　相手に　ぶつけて 攻撃する。　２回連続で ダメージを　与える。,将翅膀撞向对手进行攻击。 连续２次给予伤害。,The user slams the target with its wings to inflict damage. The target is hit twice in a row.,2回攻撃する連続攻撃技の1つ。連続攻撃技としての仕様はそちらを参照。,攻击目标造成伤害，一回合内连续攻击2次。每一击击中要害的概率都相等。如果第一下触发了目标的气势披带、气势头带、结实特性或打破了替身，招式会继续攻击。忍耐、金属爆炸和双倍奉还只计算最后一次的伤害。如果使用者持有王者之证或锐利之牙，或具有恶臭特性，每一下攻击都有相同的概率造成对手畏缩。如果使用者具有毒手特性，每一下攻击都有相同的概率造成对手中毒。如果目标拥有咒术之躯、碎裂铠甲或与接触类招式相关的特性或持有凸凸头盔，每一下攻击都会触发效果。即使特性发动令攻击方陷入一些可能无法行动的状态（如麻痹、畏缩、着迷、定身法状态），也不会影响本次攻击，但陷入睡眠和昏厥时攻击即刻停止。目标的木乃伊、游魂或甩不掉的气味特性会在第一下攻击之后就发动。使用方的顺手牵羊特性或目标的变色特性在最后一下攻击完成后才发动。,Inflicts regular damage.,133,3
815,ねっさのだいち,热沙大地,scorching-sands,ground,special,70,100,0,10,熱く　焼けた　砂を 相手に　ぶつけて　攻撃する。 やけど状態に　することが　ある。,将滚烫的沙子砸向对手进行攻击。 有时会让对手陷入灼伤状态。,The user throws scorching sand at the target to attack. This may also leave the target with a burn.,自分がこおり状態のときにも使用でき、こおり状態を回復できる。。こおり状態の相手にダメージを与えた場合、相手のこおり状態を回復させる。。その他、こおり状態に関する効果はねっとうと同じなので、ねっとう#技の仕様を参照とする。,热沙大地有30%的几率使目标陷入灼伤状态。处于冰冻状态的宝可梦，无论是否命中，只要成功使用该招式，就可以解除冰冻。,Inflicts regular damage.  Has a 30% chance to burn the target.,105,5
816,ジャングルヒール,丛林治疗,jungle-healing,grass,status,,,0,10,ジャングルと　一体化して 自分と　場にいる　味方の ＨＰと　状態を　回復する。,与丛林融为一体， 回复自己和场上同伴的ＨＰ和状态。,"The user becomes one with the jungle, restoring HP and curing status conditions for itself and its ally Pokémon currently in the battle.",みがわり状態の味方も回復できる。。まもる状態の味方や、トリックガード・ダイウォールを使用した味方も回復できる。。必中技だが、姿を隠している味方には当たらず、回復できない。。くさタイプの技なので、味方の特性がそうしょくである場合、特性が発動して技の効果は防がれる。使用者自身の特性がそうしょくである場合は、特性は発動せずに技の効果で回復できる。そうでん状態で技がでんきタイプに変わった場合は、ちくでん・でんきエンジン・ひらいしんに防がれるようになる。敵の場にひらいしんがいても技が引き寄せられることはない。。変化技なので、味方の特性がおうごんのからだであるときは技を防がれる。使用者自身の特性がおうごんのからだである場合、自身の特性は発動せずに技の効果で回復できる。。場に出ていない控えの味方の状態異常は回復しない。。こんらん状態などの状態変化は回復しない。。HPが満タンのポケモンに対しても、状態異常を回復できる。。HPがすでに満タンで、状態異常でもないポケモンに対してジャングルヒールのメッセージは出ない。味方の場に回復できるポケモンがいない場合、「しかし うまく 決まらなかった!!」とメッセージが出て失敗する。。すばやさや位置に関係なく、使用者のHPと状態異常を回復した後に、味方のHPと状態異常を回復する。。特性ヒーリングシフトのポケモンが使用した場合、優先度が+3される。。ゆびをふるで選ばれない。。まねっこ・ものまねでコピーすることはできる。ザルード以外のポケモンが使用したときも成功する。。ねごとで選ばれた場合、使用者のねむり状態を回復した後に味方も回復できる。,丛林治疗能够回复使用者和同伴1⁄4的ＨＰ，并且治愈使用者和同伴的异常状态。,Inflicts regular damage.,2,12
817,あんこくきょうだ,暗冥强击,wicked-blow,dark,physical,75,100,0,5,あくの型を　極めし 強烈な　一撃。 必ず　急所に　当たる。,将恶之流派修炼至大成的 猛烈一击。 必定会击中要害。,"The user, having mastered the Dark style, strikes the target with a fierce blow. This move always lands a critical hit.",必ず急所に当たるが、特性カブトアーマー・シェルアーマーのポケモンに使用した場合は急所に当たらない。。パンチ技の1つ。使用者の特性てつのこぶし、持ち物パンチグローブの効果対象となる。,攻击目标造成伤害。攻击必定击中要害。,Inflicts regular damage.,1,17
818,すいりゅうれんだ,水流连打,surging-strikes,water,physical,25,100,0,5,みずの型を　極めし 流れるような　３回の　連撃。 必ず　急所に　当たる。,将水之流派修炼至大成的 仿若行云流水般的３次连击。 必定会击中要害。,"The user, having mastered the Water style, strikes the target with a flowing motion three times in a row. This move always lands a critical hit.",3回攻撃する連続攻撃技。連続攻撃技としての仕様はそちらを参照。。全ての攻撃が必ず急所に当たる。特性カブトアーマー・シェルアーマーのポケモンに使用した場合は急所に当たらない。。パンチ技の1つ。使用者の特性てつのこぶし、持ち物パンチグローブの効果対象となる。,攻击目标造成伤害，一回合内连续攻击3次。攻击必定击中要害。如果某一下触发了目标的气势披带、气势头带、结实特性或打破了替身，招式会继续攻击。忍耐、金属爆炸和双倍奉还只计算最后一次的伤害。如果使用者持有王者之证或锐利之牙，或具有恶臭特性，每一下攻击都有相同的概率造成对手畏缩。如果使用者具有毒手特性，每一下攻击都有相同的概率造成对手中毒。如果目标拥有咒术之躯、碎裂铠甲或与接触类招式相关的特性或持有凸凸头盔，每一下攻击都会触发效果。即使特性发动令攻击方陷入一些可能无法行动的状态（如麻痹、畏缩、着迷、定身法状态），也不会影响本次攻击，但陷入睡眠和昏厥时攻击即刻停止。目标的木乃伊、游魂或甩不掉的气味特性会在第一下攻击之后就发动。使用方的顺手牵羊特性或目标的变色特性在最后一下攻击完成后才发动。,Inflicts regular damage.,1,11
819,サンダープリズン,雷电囚笼,thunder-cage,electric,special,80,90,0,15,ほとばしる　電気の　おりの　中に ４ー５ターンの　間 相手を　閉じこめて　攻撃する。,将对手困在 电流四溅的囚笼中， 在４～５回合内进行攻击。,The user traps the target inside a cage of sparking electricity that inflicts damage for four to five turns.,,攻击目标造成伤害。使目标陷入束缚状态。束缚状态持续4～5回合，处于束缚状态的宝可梦会持续受到伤害并不能换下。,Inflicts regular damage.,1,13
820,ドラゴンエナジー,巨龙威能,dragon-energy,dragon,special,150,100,0,5,生命力を　パワーに　変え　相手を 攻撃する。　自分の　ＨＰが　少ないほど 技の　威力は　さがる。,把生命力转换为力量攻击对手。 自己的ＨＰ越少，招式的威力越小。,"Converting its life-force into power, the user attacks opposing Pokémon. The lower the user's HP, the lower the move's power.",威力の計算時、小数点以下は切り捨てる。威力が0になる場合は、威力1としてダメージが計算される。,攻击目标造成伤害。威力随自身剩余ＨＰ减少而减少。,Inflicts regular damage.,1,16
821,いてつくしせん,冰冷视线,freezing-glare,psychic,special,90,100,0,10,両目から　サイコパワーを 撃ちだして　攻撃する。 こおり状態に　することが　ある。,从双眼发射精神力量进行攻击。 有时会让对手陷入冰冻状态。,The user shoots its psychic power from its eyes to attack. This may also leave the target frozen.,,攻击目标造成伤害。冰冷视线有10%的几率使目标陷入冰冻状态。,Inflicts regular damage.,1,14
822,もえあがるいかり,怒火中烧,fiery-wrath,dark,special,90,100,0,10,怒りを　炎の　ような オーラに　変えて　攻撃する。 相手を　ひるませることが　ある。,将愤怒转化为火焰般的气场进行攻击。 有时会使对手畏缩。,The user transforms its wrath into a fire-like aura to attack. This may also make opposing Pokémon flinch.,,攻击目标造成伤害。怒火中烧有20%的几率使尚未行动的目标陷入畏缩状态。,Inflicts regular damage.,1,17
823,らいめいげり,雷鸣蹴击,thunderous-kick,fighting,physical,90,100,0,10,雷の　ような　動きで 相手を　翻弄しながら　キックする。 相手の　防御を　さげる。,以雷电般的动作 戏耍对手的同时使出脚踢。 可降低对手的防御。,The user overwhelms the target with lightning-like movement before delivering a kick. This also lowers the target's Defense stat.,,攻击目标造成伤害。100%几率令目标的防御降低1级。,Inflicts regular damage.,1,2
824,ブリザードランス,雪矛,glacial-lance,ice,physical,120,100,0,5,吹雪を　まとった　氷の　槍を 相手に　投げつけて　攻撃する。,向对手投掷 掀起暴风雪的冰矛进行攻击。,The user attacks by hurling a blizzard-cloaked icicle lance at opposing Pokémon.,,攻击目标造成伤害。,Inflicts regular damage.,1,15
825,アストラルビット,星碎,astral-barrage,ghost,special,120,100,0,5,たくさんの　小さな　霊体を 相手に　ぶつけて　攻撃する。,用大量的小灵体向 对手发起攻击。,The user attacks by sending a frightful amount of small ghosts at opposing Pokémon.,,攻击目标造成伤害。,Inflicts regular damage.,1,8
826,ぶきみなじゅもん,诡异咒语,eerie-spell,psychic,special,80,100,0,5,強力な　サイコパワーで　攻撃。 相手が　最後に　使った技の ＰＰを　３だけ　減らす。,用强大的精神力量攻击。 让对手最后使用的招式 减少３ＰＰ。,The user attacks with its tremendous psychic power. This also drains 3 PP from the move last used by the target.,音のわざの1つ。。場に出てから1度もPPを消費する行動を取っていない相手のPPは減らせない。1度PPを消費したポケモンでも、それが交代で出てきた直後に当てた場合などではPPは減らせない。。相性や特性、まもる状態などに無効化されたときはPPを減らすことができない。。PPを減らす効果は追加効果とみなされる。相手の特性りんぷん、持ち物おんみつマントによりPPを減らす効果は防がれる。使用者の特性ちからずくにより威力が1.3倍になるが、PPを減らす効果は無くなる。。追加効果としては例外的に、ひんし判定の後に技の効果が発動する。この技で相手をひんしにさせたときはPPを減らさない。相手のレンブのみ・うのミサイルのダメージを受け、技の使用者がひんしになった場合、相手の技のPPを減らすことができない。使用者がいのちのたまの効果でひんしになる場合、相手の技のPPを減らしてからひんしになる。相手のだっしゅつボタン・にげごし・ききかいひが発動した場合、相手は技のPPを減らされてから交代する。相手のレッドカードの効果を受け技の使用者が交代させられた場合、相手の技のPPを減らしてから交代する。使用者の特性がマジシャンで相手がヒメリのみを持っているとき、技のPPを減らして0にすると直後にヒメリのみの効果が発動してマジシャンは発動しない。。ダイマックスわざとそのベースになった技は同一視される。技を使った後にダイマックスしたポケモンに対して使用したときも、最後に使った技のPPを減らす。ダイマックスわざを使用したポケモンに対して使用すると、元の技のPPを減らす。。最後に使用した技をへんしん・ものまねで一時的に忘れたり、レベルアップして技を覚えて忘れたりしたポケモンに使用した場合はPPを減らせない。へんしんを覚えているポケモンに変身した直後のポケモンに対して使用した場合は、へんしんのPPを減らすことができる。へんしん状態になってから技を使ったポケモンに対して使用した場合、変身後の技のPPを減らす。,攻击目标造成伤害。对手最后使用的招式的ＰＰ降低3点。降低ＰＰ的效果属于追加效果，可以被目标的鳞粉特性防止，也能够发动使用者的强行特性。对于极巨招式，减少其原始招式的ＰＰ。对隔音特性的宝可梦无效。该招式无视目标的替身状态。,Inflicts regular damage.,1,14
827,フェイタルクロー,克命爪,dire-claw,poison,physical,80,100,0,15,,以破灭之爪进行攻击。有时还会让对手陷入中毒、麻痹、睡眠之中的一种状态。,"The user lashes out at the target with ruinous claws. This may also leave the target poisoned, paralyzed, or asleep.",発生する状態異常は等しく1/3の確率でいずれかに決まる。すなわち全体の効果発動率50%を掛けると、いずれの状態異常も約16.7%の確率で発動することになる。選ばれた状態異常の耐性を対象が持っていた場合は、状態異常は無効化される。対象ポケモンが3種いずれか1つの状態異常に耐性を持つごとに、追加効果発動率は約16.7%ずつ低下する。対象が3つ全ての状態異常に耐性を持っていない場合、使用直後に対象が行動できなくなる確率は20.83%になる。。使用者が特性てんのめぐみかにじ状態の効果を受けている場合、追加効果の発動率は2倍になる。対象が特性りんぷんかおんみつマントを持っている場合、追加効果は発動しなくなる。,,,1,4
828,バリアーラッシュ,屏障猛攻,psyshield-bash,psychic,physical,70,90,0,10,,让意念的能量覆盖全身，撞向对手进行攻击。会提高自己的防御。,"Cloaking itself in psychic energy, the user slams into the target. This also boosts the user’s Defense stat.",,,,2,14
829,パワーシフト,力量转换,power-shift,normal,status,0,,0,10,,将自己的攻击与防御互相交换。,The user swaps its Attack and Defense stats.,パワートリックと同じ効果を持つ。。パワーシフト/パワートリックを使用したポケモンがもう一度パワーシフト/パワートリックを使用するとステータスは元に戻る。。パワートリックと異なり、パワーシフトはゆびをふるで選ばれない。,,,2,1
