图鉴编号	PokeAPI编号	日文名	中文名	英文名	是否默认形态	第一属性	第二属性	第一特性	第二特性	隐藏特性	体重(kg)	HP	攻击	防御	特攻	特防	速度	种族值总和	日文图鉴说明	英文图鉴说明	中文图鉴说明
878	878	ゾウドウ	铜象	cufant	TRUE	steel		sheer-force		heavy-metal	100	72	80	49	40	49	40	330	力仕事なら　お任せ。 銅の　体は　雨で　錆び 鮮やかな　緑に　変わる。	"If a job requires serious strength, this Pokémon will excel at it. Its copper body tarnishes in the rain, turning a vibrant green color."	擅长需要力气的工作。 铜质的身体会因雨水而生锈， 转变成鲜艳的绿色。
879	879	ダイオウドウ	大王铜象	copperajah	TRUE	steel		sheer-force		heavy-metal	650	122	130	69	80	69	30	500	群れを　つくって　暮らしている。 鼻の　握力は　大岩も 粉々に　砕くほど　強い。	"These Pokémon live in herds. Their trunks have incredible grip strength, strong enough to crush giant rocks into powder."	群居的宝可梦。 鼻子的握力十分强劲， 甚至能把大石头弄得粉碎。
879	10224	ダイオウドウ（キョダイマックス）	大王铜象（超极巨化）	copperajah-gmax	FALSE	steel		sheer-force		heavy-metal	1000	122	130	69	80	69	30	500	群れを　つくって　暮らしている。 鼻の　握力は　大岩も 粉々に　砕くほど　強い。	"These Pokémon live in herds. Their trunks have incredible grip strength, strong enough to crush giant rocks into powder."	群居的宝可梦。 鼻子的握力十分强劲， 甚至能把大石头弄得粉碎。
880	880	パッチラゴン	雷鸟龙	dracozolt	TRUE	electric	dragon	volt-absorb	hustle	sand-rush	190	90	100	90	80	70	75	505	しっぽの　たくましい　筋肉で 発電する。　下半身に　くらべ 上半身が　小さすぎる。	"The powerful muscles in its tail generate its electricity. Compared to its lower body, its upper half is entirely too small."	会用尾部结实的肌肉 发电。与下半身相比， 上半身真的太小了。
881	881	パッチルドン	雷鸟海兽	arctozolt	TRUE	electric	ice	volt-absorb	static	slush-rush	150	90	100	90	90	80	55	505	古代の　海辺で　暮らし　餌を 体の　氷で　保存できたが 動きが　鈍いため　絶滅した。	This Pokémon lived on prehistoric seashores and was able to preserve food with the ice on its body. It went extinct because it moved so slowly.	曾经生活在古代的海边， 能用身体的冰来保存食物， 但由于动作太迟缓而灭绝了。
882	882	ウオノラゴン	鳃鱼龙	dracovish	TRUE	water	dragon	water-absorb	strong-jaw	sand-rush	215	90	90	100	70	80	75	505	時速６０キロを　超える　自慢の 脚力で　走れるが 水中でしか　呼吸できない。	"Its mighty legs are capable of running at speeds exceeding 40 mph, but this Pokémon can’t breathe unless it’s underwater."	虽然能用自豪的脚力 以６０公里的时速奔跑， 但是只能在水中呼吸。
883	883	ウオチルドン	鳃鱼海兽	arctovish	TRUE	water	ice	water-absorb	ice-body	slush-rush	175	90	90	100	80	90	55	505	どんな　攻撃にも　傷つかない 面の皮を　もつが　呼吸が 不自由だったため　絶滅した。	"The skin on its face is impervious to attack, but breathing difficulties made this Pokémon go extinct anyway."	面部的皮肤无论受到什么攻击 都不会受伤，但由于呼吸起来 不方便而灭绝了。
884	884	ジュラルドン	铝钢龙	duraludon	TRUE	steel	dragon	light-metal	heavy-metal	stalwart	40	70	95	115	120	50	85	535	特殊な　金属の　体は 軽く　身のこなしは　抜群。 雨が　苦手で　洞窟に　棲む。	"The special metal that composes its body is very light, so this Pokémon has considerable agility. It lives in caves because it dislikes the rain."	由特殊金属构成的身体 十分轻盈，能够灵活地活动。 不喜欢下雨，所以住在洞窟里。
884	10225	ジュラルドン（キョダイマックス）	铝钢龙（超极巨化）	duraludon-gmax	FALSE	steel	dragon	light-metal	heavy-metal	stalwart	1000	70	95	115	120	50	85	535	特殊な　金属の　体は 軽く　身のこなしは　抜群。 雨が　苦手で　洞窟に　棲む。	"The special metal that composes its body is very light, so this Pokémon has considerable agility. It lives in caves because it dislikes the rain."	由特殊金属构成的身体 十分轻盈，能够灵活地活动。 不喜欢下雨，所以住在洞窟里。
885	885	ドラメシヤ	多龙梅西亚	dreepy	TRUE	dragon	ghost	clear-body	infiltrator	cursed-body	2	28	60	30	40	30	82	270	１匹では　子どもにも　負けるくらい 非力だが　仲間の　協力で 鍛えられ　進化して　強くなる。	"If this weak Pokémon is by itself, a mere child could defeat it. But if Dreepy has friends to help it train, it can evolve and become much stronger."	虽然单独１只弱得甚至敌不过小孩， 但会和伙伴合作一起锻炼， 通过进化而变得更强。
886	886	ドロンチ	多龙奇	drakloak	TRUE	dragon	ghost	clear-body	infiltrator	cursed-body	11	68	80	50	60	50	102	410	世話をする　ドラメシヤを　頭に 乗せていないと　落ち着かないので ほかの　ポケモンを　乗せようとする。	"Without a Dreepy to place on its head and care for, it gets so uneasy it’ll try to substitute any Pokémon it finds for the missing Dreepy."	要是没让自己在照顾的多龙梅西亚 乘在头上就静不下心来，甚至会 因此试图把别的宝可梦放到头上。
887	887	ドラパルト	多龙巴鲁托	dragapult	TRUE	dragon	ghost	clear-body	infiltrator	cursed-body	50	88	120	75	100	75	142	600	ツノに　入った　ドラメシヤは マッハの　スピードで　飛ばされるのを 心待ちに　しているらしい。	Apparently the Dreepy inside Dragapult’s horns eagerly look forward to being launched out at Mach speeds.	它角里的多龙梅西亚 似乎满心期待着能被 以音速发射出去。
888	888	ザシアン（れきせんのゆうしゃ）	苍响（百战勇者）	zacian	TRUE	fairy		intrepid-sword			110	92	120	115	80	115	138	660	長い　眠りに　ついていた ザマゼンタの　姉　とも ライバルとも　いわれる　ポケモン。	This Pokémon has slumbered for many years. Some say it’s Zamazenta’s elder sister—others say the two Pokémon are rivals.	这只宝可梦被认为是沉睡已久的 藏玛然特的姐姐，也有人 认为它们之间是劲敌关系。
888	10188	ザシアン（けんのおう）	苍响（剑之王）	zacian-crowned	FALSE	fairy	steel	intrepid-sword			355	92	150	115	80	115	148	700	長い　眠りに　ついていた ザマゼンタの　姉　とも ライバルとも　いわれる　ポケモン。	This Pokémon has slumbered for many years. Some say it’s Zamazenta’s elder sister—others say the two Pokémon are rivals.	这只宝可梦被认为是沉睡已久的 藏玛然特的姐姐，也有人 认为它们之间是劲敌关系。
889	889	ザマゼンタ（れきせんのゆうしゃ）	藏玛然特（百战勇者）	zamazenta	TRUE	fighting		dauntless-shield			210	92	120	115	80	115	138	660	石像の　ような　姿で 忘れ去られるほどの　あいだ 眠りに　ついていた　ポケモン。	"This Pokémon slept for aeons while in the form of a statue. It was asleep for so long, people forgot that it ever existed."	以石像般的姿态陷入 长久沉眠的宝可梦。 几乎就要被人们所遗忘。
889	10189	ザマゼンタ（たてのおう）	藏玛然特（盾之王）	zamazenta-crowned	FALSE	fighting	steel	dauntless-shield			785	92	120	140	80	140	128	700	石像の　ような　姿で 忘れ去られるほどの　あいだ 眠りに　ついていた　ポケモン。	"This Pokémon slept for aeons while in the form of a statue. It was asleep for so long, people forgot that it ever existed."	以石像般的姿态陷入 长久沉眠的宝可梦。 几乎就要被人们所遗忘。
890	890	ムゲンダイナ	无极汰那	eternatus	TRUE	poison	dragon	pressure			950	140	85	95	145	95	130	690	２万年前に　落ちた　隕石の 中に　いた。　ダイマックスの 謎に　関係している　らしい。	"It was inside a meteorite that fell 20,000 years ago. There seems to be a connection between this Pokémon and the Dynamax phenomenon."	来自于２万年前坠落 到地上的陨石之中。 似乎与极巨化之谜有所关联。
890	10190	ムゲンダイナ（ムゲンダイマックス）	无极汰那（无极巨化）	eternatus-eternamax	FALSE	poison	dragon	pressure			0	255	115	250	125	250	130	1125	２万年前に　落ちた　隕石の 中に　いた。　ダイマックスの 謎に　関係している　らしい。	"It was inside a meteorite that fell 20,000 years ago. There seems to be a connection between this Pokémon and the Dynamax phenomenon."	来自于２万年前坠落 到地上的陨石之中。 似乎与极巨化之谜有所关联。
891	891	ダクマ	熊徒弟	kubfu	TRUE	fighting		inner-focus			12	60	90	60	53	50	72	385	頭の　白く　長い　体毛を 引っぱると　気合が　高まり 丹田から　パワーが　湧きあがる。	"If Kubfu pulls the long white hair on its head, its fighting spirit heightens and power wells up from the depths of its belly."	拉紧头上又白又长的体毛， 就会变得斗气势高昂， 并从丹田涌出力量。
892	892	ウーラオス（いちげきのかた）	武道熊师（一击流）	urshifu-single-strike	TRUE	fighting	dark	unseen-fist			105	100	130	100	63	60	97	550	遠い　地方の　山岳地帯で 暮らす。　断崖絶壁を　走り 足腰を　鍛え　技を　磨く。	"Inhabiting the mountains of a distant region, this Pokémon races across sheer cliffs, training its legs and refining its moves."	生活在遥远地区的山岳地带。 通过在断崖绝壁上奔跑 来锻炼腰腿，磨炼招式。
892	10191	ウーラオス（れんげきのかた）	武道熊师（连击流）	urshifu-rapid-strike	FALSE	fighting	water	unseen-fist			105	100	130	100	63	60	97	550	遠い　地方の　山岳地帯で 暮らす。　断崖絶壁を　走り 足腰を　鍛え　技を　磨く。	"Inhabiting the mountains of a distant region, this Pokémon races across sheer cliffs, training its legs and refining its moves."	生活在遥远地区的山岳地带。 通过在断崖绝壁上奔跑 来锻炼腰腿，磨炼招式。
892	10226	ウーラオス（いちげきのかた キョダイマックス）	武道熊师（一击流 超极巨化）	urshifu-single-strike-gmax	FALSE	fighting	dark	unseen-fist			1000	100	130	100	63	60	97	550	遠い　地方の　山岳地帯で 暮らす。　断崖絶壁を　走り 足腰を　鍛え　技を　磨く。	"Inhabiting the mountains of a distant region, this Pokémon races across sheer cliffs, training its legs and refining its moves."	生活在遥远地区的山岳地带。 通过在断崖绝壁上奔跑 来锻炼腰腿，磨炼招式。
892	10227	ウーラオス（れんげきのかた キョダイマックス）	武道熊师（连击流 超极巨化）	urshifu-rapid-strike-gmax	FALSE	fighting	water	unseen-fist			1000	100	130	100	63	60	97	550	遠い　地方の　山岳地帯で 暮らす。　断崖絶壁を　走り 足腰を　鍛え　技を　磨く。	"Inhabiting the mountains of a distant region, this Pokémon races across sheer cliffs, training its legs and refining its moves."	生活在遥远地区的山岳地带。 通过在断崖绝壁上奔跑 来锻炼腰腿，磨炼招式。
893	893	ザルード	萨戮德	zarude	TRUE	dark	grass	leaf-guard			70	105	120	105	70	95	105	600	体に　生える　ツルは　ちぎれると 土の　栄養分となって　森の 植物たちを　育てるのだ。	"Once the vines on Zarude’s body tear off, they become nutrients in the soil. This helps the plants of the forest grow."	长在身上的藤蔓断掉之后 会变成土壤的养分， 帮助森林中的植物成长。
893	10192	ザルード（とうさん）	萨戮德（老爹）	zarude-dada	FALSE	dark	grass	leaf-guard			70	105	120	105	70	95	105	600	体に　生える　ツルは　ちぎれると 土の　栄養分となって　森の 植物たちを　育てるのだ。	"Once the vines on Zarude’s body tear off, they become nutrients in the soil. This helps the plants of the forest grow."	长在身上的藤蔓断掉之后 会变成土壤的养分， 帮助森林中的植物成长。
894	894	レジエレキ	雷吉艾勒奇	regieleki	TRUE	electric		transistor			145	80	100	50	100	50	200	580	全身が　電気エネルギーを 作る　器官。　ガラル全土の 電気を　作りだすことができる。	Its entire body is made up of a single organ that generates electrical energy. Regieleki is capable of creating all Galar’s electricity.	整个身体是制造电能的 器官。可以制造出 伽勒尔全域所需的电力。
895	895	レジドラゴ	雷吉铎拉戈	regidrago	TRUE	dragon		dragons-maw			200	200	100	50	100	50	80	580	全身が　ドラゴンエネルギーの 結晶。　すべての　ドラゴン ポケモンの　力を　持つらしい。	Its body is composed of crystallized dragon energy. Regidrago is said to have the powers of every dragon Pokémon.	整个身体是龙之能量的 结晶。据说它拥有 所有龙宝可梦的能力。
896	896	ブリザポス	雪暴马	glastrier	TRUE	ice		chilling-neigh			800	100	145	130	65	110	30	580	凄まじい　怪力の　持ち主。 顔を　覆う　氷の　マスクは ダイヤモンドの　１００倍　硬い。	"Glastrier has tremendous physical strength, and the mask of ice covering its face is 100 times harder than diamond."	拥有十分惊人的怪力。 戴在脸上的冰之面罩 硬度是钻石的１００倍
897	897	レイスポス	灵幽马	spectrier	TRUE	ghost		grim-neigh			44.5	100	65	60	145	80	130	580	闇夜を　駆けぬけ　寝ているものの 生命エネルギーを　吸い取る。 孤独と　静寂を　好む。	"As it dashes through the night, Spectrier absorbs the life-force of sleeping creatures. It craves silence and solitude."	在黑暗的夜晚中奔跑，吸取 正在睡觉的生物的生命能量。 喜欢孤独和静寂。
898	898	バドレックス	蕾冠王	calyrex	TRUE	psychic	grass	unnerve			7.7	100	80	80	80	80	80	500	大昔の　ガラルを　統べていた 伝説の　王。　心を　癒し 草木を　芽吹かせる　力がある。	Calyrex is known in legend as a king that ruled over Galar in ancient times. It has the power to cause hearts to mend and plants to spring forth.	曾经在很久以前统治着 伽勒尔的传说之王。拥有 治愈心灵和让草木发芽的能力。
898	10193	バドレックス（はくばじょうのすがた）	蕾冠王（白马形态）	calyrex-ice	FALSE	psychic	ice	as-one-glastrier			809.1	100	165	150	85	130	50	680	大昔の　ガラルを　統べていた 伝説の　王。　心を　癒し 草木を　芽吹かせる　力がある。	Calyrex is known in legend as a king that ruled over Galar in ancient times. It has the power to cause hearts to mend and plants to spring forth.	曾经在很久以前统治着 伽勒尔的传说之王。拥有 治愈心灵和让草木发芽的能力。
898	10194	バドレックス（こくばじょうのすがた）	蕾冠王（黑马形态）	calyrex-shadow	FALSE	psychic	ghost	as-one-spectrier			53.6	100	85	80	165	100	150	680	大昔の　ガラルを　統べていた 伝説の　王。　心を　癒し 草木を　芽吹かせる　力がある。	Calyrex is known in legend as a king that ruled over Galar in ancient times. It has the power to cause hearts to mend and plants to spring forth.	曾经在很久以前统治着 伽勒尔的传说之王。拥有 治愈心灵和让草木发芽的能力。
899	899	アヤシシ	诡角鹿	wyrdeer	TRUE	normal	psychic	intimidate	frisk	sap-sipper	95.1	103	105	72	105	75	65	525		The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.	
900	900	バサギリ	劈斧螳螂	kleavor	TRUE	bug	rock	swarm	sheer-force	sharpness	89	70	135	95	45	70	85	500	火山地帯で ごくまれに 見つかる 鉱石によって 体の 一部が 岩へと 変わる 進化を 遂げた。	"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee."	岩石斧头会在激烈的战斗中到处出现缺损，但也因此变得愈发锋利。
901	901	ガチグマ	月月熊	ursaluna	TRUE	ground	normal	guts	bulletproof	unnerve	290	130	140	105	45	80	50	550	ヒスイの地に 敷かれし 湿地の土こそ 頑丈なる体躯と 泥炭を 自在に 扱う 新たな 器量 もたらしたと 考察す。	I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.	很特别的月月熊，会用如铁般坚硬的泥土保护身体，并拥有能看穿黑暗的左眼。（赫月）
901	10272	ガチグマ（アカツキ）	月月熊（血月）	ursaluna-bloodmoon	FALSE	ground	normal	minds-eye			290	113	70	120	135	65	52	555	ヒスイの地に 敷かれし 湿地の土こそ 頑丈なる体躯と 泥炭を 自在に 扱う 新たな 器量 もたらしたと 考察す。	I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.	很特别的月月熊，会用如铁般坚硬的泥土保护身体，并拥有能看穿黑暗的左眼。（赫月）
902	902	イダイトウ（オス）	幽尾玄鱼（雄性）	basculegion-male	TRUE	water	ghost	swift-swim	adaptability	mold-breaker	110	120	112	65	80	75	78	530	遡上の旅路にて 志半ばに 散った 輩の魂を まとう。 ヒスイ 流れし 河川においては 敵うもの 皆無なり。	Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.	拥有惊人的弹跳力。死去的伙伴的怒火染红了它的身体。（雄性的样子）能操控恐怖的幻觉。伙伴的灵魂的悲痛越深，它的身体就会变得越白。（雌性的样子）
902	10248	イダイトウ（メス）	幽尾玄鱼（雌性）	basculegion-female	FALSE	water	ghost	swift-swim	adaptability	mold-breaker	110	120	92	65	100	75	78	530	遡上の旅路にて 志半ばに 散った 輩の魂を まとう。 ヒスイ 流れし 河川においては 敵うもの 皆無なり。	Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.	拥有惊人的弹跳力。死去的伙伴的怒火染红了它的身体。（雄性的样子）能操控恐怖的幻觉。伙伴的灵魂的悲痛越深，它的身体就会变得越白。（雌性的样子）
903	903	オオニューラ	大狃拉	sneasler	TRUE	fighting	poison	pressure	unburden	poison-touch	43	80	130	60	40	80	120	510	他種圧倒する 身体能力と 猛毒 有し 寒冷なる 高地においては 敵なし。 群れ成さず 単独を良しとする 性質。	"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."	拥有凌驾其他物种之上的身体能力以及剧毒。在寒冷的高地上所向无敌。偏好独自行动，而不会集结成群。
904	904	ハリーマン	万针鱼	overqwil	TRUE	dark	poison	poison-point	swift-swim	intimidate	60.5	85	115	95	65	65	85	510	眠っているときでも 動くものが 近づくと 毒針が 無意識に 反応し 突き刺してくるぞ。	Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.	强化得又粗又长的毒针能够自行针对会动的东西发起攻击。
905	905	ラブトロス（けしんフォルム）	眷恋云（化身形态）	enamorus-incarnate	TRUE	fairy	flying	cute-charm		contrary	48	74	115	70	135	80	106	580	海を越えて 飛来したらば 厳しき冬の 終わりを知る。 慈愛が ヒスイの地に 新しき命 芽吹かせるとの 伝承あり。	"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."	当它越过大海飞来，便代表严寒的冬季即将终结。传说中其慈爱将使新的生命在洗翠大地上萌芽。（化身形态）自女人的姿态变化而成。若有谁做出糟蹋生命之事，便会从云海中现身，愤怒地降下无情的惩罚。（灵兽形态）
905	10249	ラブトロス（れいじゅうフォルム）	眷恋云（灵兽形态）	enamorus-therian	FALSE	fairy	flying	overcoat			48	74	115	110	135	100	46	580	海を越えて 飛来したらば 厳しき冬の 終わりを知る。 慈愛が ヒスイの地に 新しき命 芽吹かせるとの 伝承あり。	"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui."	当它越过大海飞来，便代表严寒的冬季即将终结。传说中其慈爱将使新的生命在洗翠大地上萌芽。（化身形态）自女人的姿态变化而成。若有谁做出糟蹋生命之事，便会从云海中现身，愤怒地降下无情的惩罚。（灵兽形态）
906	906	ニャオハ	新叶喵	sprigatito	TRUE	grass		overgrow		protean	4.1	40	61	54	45	45	65	310	フワフワの たいもうは しょくぶつに ちかい せいぶん。 こまめに かおを あらって かんそうを ふせぐ。	The sweet scent its body gives off mesmerizes those around it. The scent grows stronger when this Pokémon is in the sun.	通过身体发出的甜甜香气来让周围的一切为之倾倒。晒到阳光后香气会更加浓郁。
907	907	ニャローテ	蒂蕾喵	floragato	TRUE	grass		overgrow		protean	12.2	61	80	63	60	63	83	410	ながい たいもうの したに かくした ツタを きように あやつり かたい つぼみを てきに たたきつける。	"The hardness of Floragato’s fur depends on the Pokémon’s mood. When Floragato is prepared to battle, its fur becomes pointed and needle sharp."	体毛的硬度随心情而变。进入迎战状态时，体毛会变得如针一般尖锐。
908	908	マスカーニャ	魔幻假面喵	meowscarada	TRUE	grass	dark	overgrow		protean	31.2	76	110	70	81	70	123	530	ういているように みえる はなは マントうらの けの はんしゃで くきを カモフラージュしているのだ。	"With skillful misdirection, it rigs foes with pollen-packed flower bombs. Meowscarada sets off the bombs before its foes realize what’s going on."	会巧妙地引开敌人的注意力，然后引爆它在神不知鬼不觉间设置好的装满花粉的花炸弹。
909	909	ホゲータ	呆火鳄	fuecoco	TRUE	fire		blaze		unaware	9.8	67	45	59	63	40	36	310	あたたかい いわの うえで ねころび しかくい ウロコから とりこんだ ねつで ほのおエネルギーを つくる。	"Its flame sac is small, so energy is always leaking out. This energy is released from the dent atop Fuecoco’s head and flickers to and fro."	火囊很小，因此能量会从头部的凹陷处溢出来，并摇曳晃动着。
910	910	アチゲータ	炙烫鳄	crocalor	TRUE	fire		blaze		unaware	30.7	81	55	78	90	58	49	411	ほのおエネルギーと ありあまる せいめいりょくが まじり ずじょうに タマゴがたの ひだまが あらわれた。	The valve in Crocalor’s flame sac is closely connected to its vocal cords. This Pokémon utters a guttural cry as it spews flames every which way.	声带和火囊的阀紧邻在一起。会一边发出嘶哑的声音，一边喷洒火焰。
911	911	ラウドボーン	骨纹巨声鳄	skeledirge	TRUE	fire	ghost	blaze		unaware	326.5	104	75	100	110	75	66	530	うたごえで すがたかたちを かえる ほのおのとりは ずじょうの ひだまに たましいが やどったもの だという。	"Skeledirge’s gentle singing soothes the souls of all that hear it. It burns its enemies to a crisp with flames of over 5,400 degrees Fahrenheit."	温柔的歌声能治愈听者的灵魂。会使用３０００度的火焰将敌人烧成灰烬。
912	912	クワッス	润水鸭	quaxly	TRUE	water		torrent		moxie	6.1	55	65	45	50	45	50	310	むかし とおい とちから やってきて すみついた。 はねから ぶんぴつする ジェルは みずと よごれを はじく。	Its strong legs let it easily swim around in even fast-flowing rivers. It likes to keep things tidy and is prone to overthinking things.	脚力之强，即使在水流湍急的河川也能自在游动。爱干净，性格有些顽固。
913	913	ウェルカモ	涌跃鸭	quaxwell	TRUE	water		torrent		moxie	21.5	70	85	65	65	60	65	410	ひたすらに あさせを はしりこんで あしこしを きたえ なかまどうしで あしわざの かれいさを きそいあう。	The hardworking Quaxwell observes people and Pokémon from various regions and incorporates their movements into its own dance routines.	性情勤奋。会观察各个地区的人和宝可梦的动作来吸取到自己的舞蹈里。
914	914	ウェーニバル	狂欢浪舞鸭	quaquaval	TRUE	water	fighting	torrent		moxie	61.9	85	120	80	85	75	85	530	ひとけりで トラックを ころがす きょうじんな きゃくりょくを くしし エキゾチックな おどりを みせる。	"Dancing in ways that evoke far-away places, this Pokémon mesmerizes all that see it. Flourishes of its decorative water feathers slice into its foes."	会用充满异国风情的舞蹈来迷倒看者，然后挥舞以水构成的羽饰将其劈裂。
915	915	グルトン	爱吃豚	lechonk	TRUE	normal		aroma-veil	gluttony	thick-fat	10.2	54	45	40	35	45	35	254	いちにちじゅう エサを さがす。 すぐれた きゅうかくを もつが エサさがし いがいに つかわない。	This Pokémon spurns all but the finest of foods. Its body gives off an herblike scent that bug Pokémon detest.	只吃精挑细选过的食物。虫宝可梦很讨厌它身上散发的那种仿佛香草的气味。
916	916	パフュートン（オス）	飘香豚（雄性）	oinkologne-male	TRUE	normal		lingering-aroma	gluttony	thick-fat	120	110	100	75	59	80	65	489	きめこまかく つややかな はだが じまん。 しっぽの せんたんから ぎょうしゅくした かおりを はなつ。	"It entrances female Pokémon with the sweet, alluring scent that wafts from all over its body."	会从全身散发出香甜妖艳的气味，令雌性的宝可梦为它神魂颠倒。（雄性的样子）喜欢干净，个性一丝不苟。会让花香包裹全身来治愈周围的宝可梦们。（雌性的样子）
916	10254	パフュートン（メス）	飘香豚（雌性）	oinkologne-female	FALSE	normal		aroma-veil	gluttony	thick-fat	120	115	90	70	59	90	65	489	きめこまかく つややかな はだが じまん。 しっぽの せんたんから ぎょうしゅくした かおりを はなつ。	"It entrances female Pokémon with the sweet, alluring scent that wafts from all over its body."	会从全身散发出香甜妖艳的气味，令雌性的宝可梦为它神魂颠倒。（雄性的样子）喜欢干净，个性一丝不苟。会让花香包裹全身来治愈周围的宝可梦们。（雌性的样子）
917	917	タマンチュラ	团珠蛛	tarountula	TRUE	bug		insomnia		stakeout	4	35	41	45	29	40	20	210	からだを つつみこむ いとだまは てんてきのストライクの カマを はねかえす だんりょくせいを もつ。	The thread it secretes from its rear is as strong as wire. The secret behind the thread’s strength is the topic of ongoing research.	从臀部射出的丝线的强度可以匹敌金属丝。强度的秘密至今仍在被研究中。
918	918	ワナイダー	操陷蛛	spidops	TRUE	bug		insomnia		stakeout	16.5	60	79	92	52	86	35	404	きのえだや てんじょうに いとで はりつき おともなく こうどうする。 えものに きづかれるまえに たおす。	"Spidops covers its territory in tough, sticky threads to set up traps for intruders."	会在自己的地盘里布下坚固又黏糊糊的丝线，来当做捕捉入侵者的陷阱。
919	919	マメバッタ	豆蟋蟀	nymble	TRUE	bug		swarm		tinted-lens	1	33	46	40	21	25	45	210	だい3のあしが たたまれている。 ピンチになると 10メートルいじょう ジャンプする きゃくりょくを もつ。	It’s highly skilled at a fighting style in which it uses its jumping capabilities to dodge incoming attacks while also dealing damage to opponents.	活用跳跃力来闪避攻击，并同时给予对手伤害，是它很擅长的战斗方式。
920	920	エクスレッグ	烈腿蝗	lokix	TRUE	bug	dark	swarm		tinted-lens	17.5	71	102	78	52	55	92	450	ほんきになると たたんでいた あしで たちあがり けっせんモードになる。 たんじかんで てきを せいあつする。	"It uses its normally folded third set of legs when in Showdown Mode. This places a huge burden on its body, so it can’t stay in this mode for long."	进入决战模式时会使用折叠起来的第３双脚，这会给它身体造成很大的负担，因此无法久战。
921	921	パモ	布拨	pawmi	TRUE	electric		static	natural-cure	iron-fist	2.5	45	50	20	40	25	60	240	ほほの でんきぶくろは みはったつ。 まえあしの にくきゅうで けんめいに こすると ようやく はつでんできる。	The pads of its paws are electricity-discharging organs. Pawmi fires electricity from its forepaws while standing unsteadily on its hind legs.	手部的肉球是放电器官。努力用后脚站立起来，然后从手掌释放出电击。
922	922	パモット	布土拨	pawmo	TRUE	electric	fighting	volt-absorb	natural-cure	iron-fist	6.5	60	75	40	50	40	85	350	むれが おそわれたときは でんげきを くしした かくとうわざで まっさきに たたかいを いどみ てきを たおす。	Pawmo uses a unique fighting technique in which it uses its forepaws to strike foes and zap them with electricity from its paw pads simultaneously.	使用的格斗技非常独特。会一边用手掌给予打击，一边用肉球释放电击。
923	923	パーモット	巴布土拨	pawmot	TRUE	electric	fighting	volt-absorb	natural-cure	iron-fist	41	70	115	70	70	60	105	490	ふだんは おっとりしているが いざ たたかいになると でんこうせっかの みのこなしで てきを たたきのめす。	Pawmot’s fluffy fur acts as a battery. It can store the same amount of electricity as an electric car.	蓬松的体毛是蓄电池。可以储存与电动汽车等量的电力。
924	924	ワッカネズミ	一对鼠	tandemaus	TRUE	normal		run-away	pickup	own-tempo	1.8	50	50	45	40	45	75	305	いきのあった コンビネーションで すの ざいりょうに なりそうなものを まえばで きりだして はこびさる。	The pair sticks together no matter what. They split any food they find exactly in half and then eat it together.	无论何时２只待都在一起。会把寻获的食物均分成两半，亲密无间地一起进食。
925	925	イッカネズミ（よんびきかぞく）	一家鼠（四只家庭）	maushold-family-of-four	TRUE	normal		friend-guard	cheek-pouch	technician	2.3	74	75	70	65	75	111	470	ねどこや エサを たべる ばしょなど ようとに あわせて いくつも へやが わかれた おおきな すを つくる。	"The larger pair protects the little ones during battles. When facing strong opponents, the whole group will join the fight."	不知不觉之间多了个小孩。虽然像一家子一样生活，但３只的关系仍是个迷。（三只家庭）身型大的２只会一边保护孩子一边战斗。对抗强大的对手时会集体出阵。（四只家庭）
925	10257	イッカネズミ（さんびきかぞく）	一家鼠（三只家庭）	maushold-family-of-three	FALSE	normal		friend-guard	cheek-pouch	technician	2.8	74	75	70	65	75	111	470	ねどこや エサを たべる ばしょなど ようとに あわせて いくつも へやが わかれた おおきな すを つくる。	"The larger pair protects the little ones during battles. When facing strong opponents, the whole group will join the fight."	不知不觉之间多了个小孩。虽然像一家子一样生活，但３只的关系仍是个迷。（三只家庭）身型大的２只会一边保护孩子一边战斗。对抗强大的对手时会集体出阵。（四只家庭）
926	926	パピモッチ	狗仔包	fidough	TRUE	fairy		own-tempo		klutz	10.9	37	55	70	30	55	65	312	しっとり すべすべの さわりごこち。 といきに ふくまれている こうぼで まわりのものを はっこうさせる。	"The yeast in Fidough’s breath is useful for cooking, so this Pokémon has been protected by people since long ago."	会在自己体内培育酵母。自古以来便与人类共生，并带来丰富的饮食生活。
